NAMEKEY,SALESKEY,ITEMKEY,BALLDATE,BALLDESC,SERIALNO,BALLPRICE,BALLQTY,COLOR,WEIGHT,INSCRIPT,L1GRIP,L1GRIPSIZE,L1HOLESIZE,L1PITCH,L1PITCHF,L1PITCH2,L1PITCHF2,L2GRIP,L2GRIPSIZE,L2HOLESIZE,L2PITCH,L2PITCHF,L2PITCH2,L2PITCHF2,R1GRIP,R1GRIPSIZE,R1HOLESIZE,R1PITCH,R1PITCHF,R1PITCH2,R1PITCHF2,R2GRIP,R2GRIPSIZE,R2HOLESIZE,R2PITCH,R2PITCHF,R2PITCH2,R2PITCHF2,THSLUG,THSLUGSIZE,THHOLESIZE,THPITCH,THPITCHF,THPITCH2,THPITCHF2,BRIDGE,L1CUTTOCUT,L2CUTTOCUT,R1CUTTOCUT,R2CUTTOCUT,L1SPAN,L2SPAN,R1SPAN,R2SPAN,HAXIS,VAXIS,VAXISUORD,STOCKKEY,PININOUT,TOPWEIGHT,BRIDGE1,BRIDGE2,COMMENTS1,COMMENTS2,SIDEWEIGHT,FINGWEIGHT,DRILLING,CGOVER,CGUP,PINOVER,PINUP,OVALANGLE,OVALWIDTH,DRILLTYPE,WHSIZE,WHDEPTH,WHWEIGHT,WHOVER,WHUP,NUMFINGERS,LEFTRIGHT,MACHSETF1,MACHSETF2,MACHSETF3,MACHSETF4,MACHSETTH,OVALANGLEN,OVALWIDTHN,COMMENTS3,SURFTEXTUR,ENDSIDEWH,ENDFINGTH,HAXISLR,MASSBIAS,F1OVALSIZE,F2OVALSIZE,F3OVALSIZE,F4OVALSIZE,ENDWTTOPB,ENDSIDEPM,ENDFTLIT,DIAMTRACK,SALEPERSON,FINISHDATE,DRCOMMENTS,IPSIAWIDTH,OVALCALCUL
11808,0,0,2014-05-15,HAMMER TRUE BLOOD,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,49/64,31/32,Lt,Rev,1/2,1/4,Vise Oval Nubs,47/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,31/32,None,Rev,,3/8,,,4 17/32,4 21/32,,,4 3/4,4 7/8,,4 1/2,1 1/4,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11809,0,0,2014-05-15,"VISE THUMB INSTALL EB MISSION X, COMP NV",,0.0,1,,15.0,,None,,,None,None,,,Vise PL,45/64,31/32,Lt,Rev,1/4,1/8,Vise PL,47/64,31/32,Rt,Rev,1/2,1/8,None,,,None,None,,,Vise IT Thumb S,1 5/16,,Rt,Rev,1/8,1/2,,,4 11/16,4 17/32,,,5 1/8,4 15/16,,5,0.5,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,,,,,,,Left,,,,,,None,None,None,,,,TWO VISE THUMB IT SIZES ARE 29/32 AND 15/16,,IPSIA
11810,0,0,2014-05-15,BRUNSWICK MASTERMIND,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,11/16,31/32,Lt,Rev,3/8,1/4,Vise Oval,41/64,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Turbo Switch Gr,1 1/2,,Rt,Rev,1/8,3/16,,,4 5/32,4 5/32,,,,,,5 1/2,1/2,Up,0,2-3,0.0,1/4,,,,0.0,0.0,30 X 4.5 X 60,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"SWITCH GRIP OUTER SLEEVE FASTENING NOTCH IN THE BACK, DRILL PIOLOT HOE ONYL ",,IPSIA
10807,0,0,2014-05-16,MOTIV ASCENT APEX,,0.0,1,Red Pearl/Red Solid,15.0,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,Rev,3/8,1/4,Vise Oval,11/16,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,1 1/64,Rt,Rev,1/8,1/4,,,4 3/32,4 7/32,,,4 1/4,4 13/32,,5.75,1.125,Up,3298,2-3,0.0,1/4,,,,0.0,0.0,80 X 3.5 X 40,,,,,,,Finger Tip,5/8,3'',,6 X,-4,2,Right,,,,,,45,1.020,,box,,,Right,,,,,,None,None,None,,,,"Thumb shrinks--REQUESTED THUMB HOLE OF 1 1/64. 
",,Ebonite
11380,0,0,2014-05-16,STORM AGENT USED,,0.0,1,GOLD PEARL/BLUE,14.0,,None,,,None,None,,,Vise Oval,47/64,31/32,Lt,Rev,1/8,1/2,Vise Oval,11/16,31/32,Rt,Rev,5/8,1/2,None,,,None,None,,,None,,61/64,Lt,Rev,1/8,1/8,,,4 1/32,3 15/16,,,4 3/16,4 1/16,,4 15/16,1,Up,0,3-4,3.58,1/4,,,,0.0,0.0,85 X 3.25 X 45,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,Plus,Thumb,,,,"61/64 SURFACE TO 1/2"" deep  CLEAR GRIPS CLEAR GRIPS CLEAR GRIPS
15/16 1/2'' TO 1'' DEEP
29/32 1'' TO 1 1/4'' DEEP
57/64 1 1/4'' TO 1 1/2'' DEEP
7/8 1 1/2'' TO 1 3/4'' DEEP
49/64 1 3/4'' TO 2 3/4'' DEEP

",,IPSIA
10370,0,0,2014-05-16,STORM VIRTUAL GRAIVTY BLANK DRILL,,0.0,1,BLUE/YELLOW,15.12,,None,,,None,None,,,Vise Oval,45//64,VACU,Lt,Rev,3/8,1/4,Vise Oval,11/16,VACU,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise IT Thumb S,1 7/16,27/32,Lt,Rev,1/8,1/4,,,4 1/16,4 3/16,,,4 9/16,4 11/16,,5 7/16,7/8,Up,1491,2-3,2.0,1/4,,,,0.0,0.0,45 X 5 X 25,,,,,,,Finger Tip,,,1 1/2,,,2,Right,,,,,,45,1.110,,box,3/4,1/2,Right,,,,,,Bottom,Plus,Finger,,,,"  USED STORM VLS SYSTEM



",,Ebonite
11811,0,0,2014-05-16,STORM IQ TOUR FUSION,,0.0,1,,15.0,,None,,,None,None,,,Vise Lady PO,19/32,7/8,Lt,Rev,1/2,1/4,Vise Lady PO,9/16,31/32,Rt,Rev,1/4,1/4,None,,,None,None,,,Vise Ure Slug,1 1/8,3/4,Rt,Rev,1/8,1/8,,,4 1/8,4 1/4,,,4 1/2,4 5/8,,4,3/4/,Up,0,3-4,0.0,1/4,,,,0.0,0.0,60 X 5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,.765,45,49/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11811,0,0,2014-05-16,ROTO GRIP UPROAR,,0.0,1,,15.0,,None,,,None,None,,,Vise Lady PO,19/32,7/8,Lt,Rev,1/2,1/4,Vise Lady PO,9/16,31/32,Rt,Rev,1/4,1/4,None,,,None,None,,,Vise Ure Slug,1 1/8,3/4,Rt,Rev,1/8,1/8,,,4 1/8,4 1/4,,,4 1/2,4 5/8,,4,3/4/,Up,0,3-4,0.0,1/4,,,,0.0,0.0,70 X 4.5 X 50,,,,,,,Finger Tip,,,,,,2,Right,,,,,.765,45,49/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11813,0,0,2014-05-16,STORM TROPICAL HEAT,11TTKD11J003,0.0,1,,14.0,,None,,,None,None,,,Vise Oval,21/32,31/32,Lt,Rev,3/8,1/2,Vise Oval,39/64,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise Ure Slug,1 1/4,53/64,Rt,Rev,1/8,1/4,,,4 7/32,4 5/16,,,4 9/16,4 11/16,,,,None,0,1-2,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,.925,45,59/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11742,0,0,2014-05-17,STORM IQ TOUR FUSION,,0.0,1,,15.18,,None,,,None,None,,,Vise Oval,49/64,31/32,Lt,None,3/8,,Vise Oval,23/32,31/32,Rt,None,3/8,,None,,,None,None,,,Vise Ure Slug,1 3/8,31/32,Rt,Rev,1/4,1/16,,,4 11/32,4 7/16,,,4 11/16,4 3/4,,3.25,1.25,Up,0,4-5,0.0,1/4,,,,0.0,0.0,45 X 3.5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,1.030,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11799,0,0,2014-05-17,HAMMER BLACK WIDOW ASSASSIN BLK DRILL,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,45/64,31/32,Lt,Rev,3/8,1/4,Vise PL,21/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,None,,27/32,Rt,Rev,5/16,1/4,,,,,,,4 3/8,4 9/16,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,45 X 4.5 X 45,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,BLANK DRILL,,IPSIA
11815,0,0,2014-05-18,ROTO GRIP TOTALLY DEFIANT,,0.0,1,,16.0,,None,,,None,None,,,Vise PL,3/4,31/32,Lt,None,3/8,,Vise PL,23/32,31/32,Rt,None,3/8,,None,,,None,None,,,PS Taper Thumb,1 1/8,29/32,None,Rev,,9/16,,,4 11/16,4 25/32,,,5,5 1/8,,5 1/16,3/8,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
10856,0,0,2014-05-18,TRACK HX 05 BLANK DRILL,3L100567A,0.0,1,PURPLE/GOLD PEARL,15.18,,None,,,None,None,,,Vise Oval,11/16,VACU,Lt,Rev,1/2,1/4,Vise Oval,21/32,VACU,Rt,Rev,1/4,1/4,None,,,None,None,,,Vise Urethane S,1 1/4,15/16,Lt,Rev,1/4,1/4,,,,,,,4 27/32,4 7/8+,,5 5/16,1/8,Up,2042,3-4,2.78,1/4,,,,0.0,0.0,45 X 5 X 70,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.965,,BOX,,,Right,,,,,,Top,Minus,Finger,,,,"BLANK DRILL FROM RICH HANSON


",,Ebonite
10149,0,0,2014-05-18,STROM FREAKIN' FRANTIC,,0.0,1,,14.0,,None,,,None,None,,,Vise VACU Style,21/32 OV,31/32,Rt,Rev,1/4,1/8,Vise VACU Style,5/8 OV,31/32,Rt,Rev,1/2,1/8,None,,,None,None,,,Vise Urethane S,1 1/8,7/8,Rt,Fwrd,1/8,1/8,,,4 3/8,4 13/32,,,4 11/16,4 3/4,,4,,None,0,2-3,0.0,3/16,,,,0.0,0.0,70 X 4.25 X 60,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.880,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11816,0,0,2014-05-19,TRACK 505 C2,,0.0,1,,15.0,,None,,,None,None,,,Vise Oval,23/32,31/32,Lt,Rev,3/8,1/4,Vise Oval,23/32,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise Ure Slug,1 1/4,29/32,Lt,Rev,1/16,1/4,,,4 13/32,4 1/2,,,4 11/16,4 13/16,,4,0.5,Up,0,2-3,0.0,1/4,,,,0.0,0.0,45 x 4.5 x 70,,,,,,,Finger Tip,,,,,,2,Right,,,,,.968,45,31/32,,,,,Right,,,,,,None,None,None,,,,"

















































",,Ebonite
11380,0,0,2014-05-19,ROTO GRIP DISTURBED,,0.0,1,GOLD PEARL/BLUE,14.0,,None,,,None,None,,,Vise Oval,47/64,31/32,Lt,Rev,1/8,1/2,Vise Oval,11/16,31/32,Rt,Rev,5/8,1/2,None,,,None,None,,,None,,61/64,Lt,Rev,1/8,1/8,,,4 1/32,3 15/16,,,4 3/16,4 1/16,,4 15/16,1,Up,0,3-4,3.58,1/4,,,,0.0,0.0,70 X 3.75 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,Plus,Thumb,,,,"61/64 SURFACE TO 1/2"" deep  CLEAR GRIPS CLEAR GRIPS CLEAR GRIPS
15/16 1/2'' TO 1'' DEEP
29/32 1'' TO 1 1/4'' DEEP
57/64 1 1/4'' TO 1 1/2'' DEEP
7/8 1 1/2'' TO 1 3/4'' DEEP
49/64 1 3/4'' TO 2 3/4'' DEEP

",,IPSIA
11817,0,0,2014-05-19,EBONITE CYCLONE NV/PINK/GOLD PEARL,,0.0,1,,14.0,,None,,,None,None,,,None,,7/8,Lt,None,3/8,,None,,13/16,Rt,None,3/8,,None,,,None,None,,,None,,31/32,Rt,Fwrd,1/16,1/8,,,,,,,3 3/8,3 5/8,,,,None,0,3-4,0.0,5/16,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,.984,45,63/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11586,0,0,2014-05-19,STORM IQ TOUR FUSION,14TQHBO5M029,0.0,1,EYEBALL,15.0,,None,,,None,None,,,Vise Oval,51/64,31/32,Lt,None,1/2,,Vise Oval,3/4,31/32,Rt,None,1/4,,None,,,None,None,,,None,,1 1/32,None,Rev,,1/4,,,4 15/32,4 19/32,,,4 5/8,4 3/4,,4 3/4,1/2,None,0,3-4,3.41,1/4,,,,0.0,0.0,30 X 5.5 X 40,,,,,,,Finger Tip,63/64,2 1/2,,2 > PAP,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"

716T 65 X 4 3/8 X 40",,IPSIA
10581,0,0,2014-05-20,ROTO GRIP HYPER CELL P/R,,0.0,1,BLUE/BLACK,15.0,,None,,,None,None,,,Vise Oval,49/64,31/32,Lt,Rev,3/8,3/8,Vise Oval,23/32,31/32,Rt,Rev,3/8,5/8,None,,,None,None,,,Vise IT Thumb S,1 7/16,55/64,Lt,None,1/8,,,,4 3/16,4+,,,4 1/2,4 3/8,,5,7/8,Up,3104,3-4,0.0,1/4,,,,0.0,0.0,40 X 5 X 30,,,,,,,Finger Tip,,,1 3/8,,,2,Right,,,,,,45,.980,,box,1/8,1/8,Right,,,,,,Bottom,Plus,Finger,,,," 

THUMB SIZE IS 55/64 MILLED TO .980 @ 45 DEGREES

",,Ebonite
11818,0,0,2014-05-21,HAMMER PLAGUE,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,13/16,31/32,Lt,None,1/2,,Vise PL,49/64,31/32,Rt,None,1/4,,None,,,None,None,,,Vise Ure Slug,1 3/8,1,Rt,Rev,3/16,3/8,,,4 5/8,4 19/32,,,5,5,,4,1/4,Up,0,2-3,0.0,9/32,,,,0.0,0.0,45 X 5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,1.030,80,1 1/32,,,,,Right,,,,,,None,None,None,,,,P/R ALL,,Ebonite
11818,0,0,2014-05-21,HAMMER THE SAUCE,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,13/16,31/32,Lt,None,1/2,,Vise PL,49/64,31/32,Rt,None,1/4,,None,,,None,None,,,Vise Ure Slug,1 3/8,1,Rt,Rev,3/16,3/8,,,4 5/8,4 19/32,,,5,5,,4,1/4,Up,0,2-3,0.0,9/32,,,,0.0,0.0,45 X 5 X 40,,,,,,,Finger Tip,,,,,,2,Right,,,,,1.030,80,1 1/32,,,,,Right,,,,,,None,None,None,,,,P/R ALL,,Ebonite
11819,0,0,2014-05-21,COLUMBIA 300 ERUPTION PRO,,0.0,1,,14.0,,None,,,None,None,,,Vise Oval,43/64,31/32,Lt,None,3/8,,Vise Oval,41/64,31/32,Rt,None,3/8,,None,,,None,None,,,Vise VACU Style,1 1/8,13/16,Rt,Rev,1/4,1/4,,,3 5/8,3 11/16,,,4,4 1/16,,4,1 3/4,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11422,0,0,2014-05-21,STORM ZERO GRAVITY,,0.0,1,GOLD/BLUE,15.0,,None,,,None,None,,,Vise Oval,3/4,31/32,Lt,Rev,1/2,1/2,Vise Oval,11/16,31/32,Rt,Rev,1/2,1/2,None,,,None,None,,,Vise Ure Slug,1 1/4,27/32,Rt,Rev,1/4,1/4,,,4 3/16,4 1/4,,,4 1/2,4 9/16,,4.5,0.5,Up,0,3-4,2.0,1/4,,,,0.0,0.0,45 X 5 X 90,,,,,,,Finger Tip,,,,,,2,Right,,,,,,40,.950,,,,,Right,,,,,,None,None,None,,,,RICO LAYOUT,,Ebonite
11820,0,0,2014-05-21,HAMMER DEADLY AIM BLANK DRILL,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,3/4,31/32,None,None,,,Vise PL,11/16,31/32,Rt,None,5/8,,None,,,None,None,,,None,,59/64,None,Rev,,5/16,,,4 11/32,4 13/32,,,4 9/16,4 5/8,,7 3/4,,None,0,1-2,0.0,1/4,,,,0.0,0.0,PIN 3.5'' FR AX,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,15/16,,,,,Right,,,,,,None,None,None,,,,"FULL ROLLER TRACK
PL GRIP STRAIGHT EDGE PERPENDICULAR TO THE RIGHT EDGE OF THE THUMB HOLE",,Ebonite
11821,0,0,2014-05-21,TRACK MX 10,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,,31/32,None,None,,,Vise PL,,31/32,None,None,,,None,,,None,None,,,Vise Ure Slug,1 3/8,15/16,Lt,Rev,5/16,3/8,,,4 5/8,4 3/8,,,5,4 3/4,,,,None,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,45,1 1/32,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11377,0,0,2014-05-22,STORM LIGHTS OUT,,0.0,1,BLACK/GOLD,15.0,,None,,,None,None,,,None,,49/64,Lt,None,3/8,,None,,11/16,Rt,None,3/8,,None,,,None,None,,,None,,25/32,Lt,None,1/8,,,,,,,,3 3/16,3 3/8,,,,None,0,3-4,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,45,.840,,,,,Right,,,,,,None,None,None,,,,"PIN ABOVE MIDDLE FINGER, CG IN GRIP CENTER",,Ebonite
11377,0,0,2014-05-22,STORM TROPICAL BREEZE,,0.0,1,BLACK/GOLD,15.0,,None,,,None,None,,,None,,49/64,Lt,None,3/8,,None,,11/16,Rt,None,3/8,,None,,,None,None,,,None,,25/32,Lt,None,1/8,,,,,,,,3 3/16,3 3/8,,,,None,0,3-4,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Conventional,,,,,,2,Right,,,,,,45,.840,,,,,Right,,,,,,None,None,None,,,,"PIN ABOVE MIDDLE FINGER, CG IN GRIP CENTER",,Ebonite
11822,0,0,2014-05-22,HAMMER BLACK WIDOW ASSASSIN,,0.0,1,,15.0,,None,,,None,None,,,Vise PL,11/16,31/32,Lt,Rev,3/8,3/4,Vise PL,47/64,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise Ure Slug,1 1/4,63/64,Lt,Rev,5/16,1/2,,,,,,,5 1/16,4 7/8,,4.5,0.5,None,0,2-3,0.0,1/4,,,,0.0,0.0,45 X 5 X 40,,,,,,,Finger Tip,,,,,,2,Left,,,,,,,,,,,,Left,,,,,,None,None,None,,,,,,IPSIA
11823,0,0,2014-05-22,STORM ZERO GRAVITY BLANK DRILL,14TZEB17K029,0.0,1,,14.0,,None,,,None,None,,,Vise PL,45/64,31/32,Lt,Rev,1/2,1/4,Vise PL,43/64,31/32,Rt,Rev,3/8,1/2,None,,,None,None,,,Vise Ure Slug,1 1/8,49/64,Rt,Rev,3/8,1/4,,,4 1/16,4 3/16,,,4 7/16,4 5/8,,5,1 3/4,Up,0,2-3,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,45,.828,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11770,0,0,2014-05-23,TEXAS A&M VIZ A BALL,,0.0,1,,14.0,,None,,,None,None,,,Vise Oval Nubs,25/32,VACU,Lt,Rev,1/4,1/4,Vise Oval Nubs,25/32,VACU,Rt,Rev,1/2,1/2,None,,,None,None,,,Vise Ure Slug,1 1/4,57/64,Lt,Rev,1/16,1/8,,,4 3/16,4,,,4 9/16,4 5/16,,3,2,Up,0,N/A,0.0,1/4,,,,0.0,0.0,LABEL,,,,,,,Finger Tip,,,,,,2,Right,,,,,.906,45,29/32,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
11824,0,0,2014-05-23,HELLO KITTY VIZ A BALL,,0.0,1,,7.0,,None,,,None,None,,,None,,17/32,Lt,None,3/8,,None,,9/16,Rt,None,3/8,,None,,,None,None,,,None,,21/32,Lt,None,1/4,,,,,,,,3,2 7/8,,,,None,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Left,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11785,0,0,2014-05-27,STORM BYTE,13TYBJ17D053,0.0,1,SILVER/BLUE/PURPLE,15.0,,None,,,None,None,,,Vise PL,43/64,31/32,Rt,Rev,3/8,3/4,Vise PL,47/64,31/32,Rt,Rev,3/8,5/8,None,,,None,None,,,Vise Ure Slug,1 1/4,59/64,Rt,Rev,3/16,3/8,,,,,,,5 5/16,5,,5,,None,0,2-3,2.82,1 /4,,,,0.0,0.0,40 X 4 X 40,,,,,,,Finger Tip,7/8,3,5/8,2 1/4 <,PAP,2,Left,,,,,,60,1.000,,BOX,1/4,1/4,Left,,,,,,Top,Plus,Finger,,,,"POINT PL GRIIPS TO RIGHT SIDE OF THUMB HOLE, EXTRA HOLE AROUND 3"" BELOW PAP 30 DEG OFF CENTER LINE

AFTER ORIGINAL DRILL, HE FELT SPAN WAS TOO SHORT.  AFTER REMEASURING THE MARVEL PEARL WHICH HE LIKED, RESLUGGED THUMB TO THIS SPANS",,Ebonite
11825,0,0,2014-05-24,COPIED FROM A FAVE BALL OF HERS,,0.0,1,,12.0,,None,,,None,None,,,Vise PO,11/16,31/32,Lt,Rev,1/4,1/2,Vise PO,41/64,31/32,Rt,Rev,1/2,1/2,None,,,None,None,,,None,,51/64,None,Rev,,1/16,,,,,,,4 1/8,4 1/4,,4 1/4,1 1/4,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,.830,45,53/64,,,,,Right,,,,,,None,None,None,,,,,,Ebonite
10352,0,0,2014-05-28,STORM IQ TOUR FUSION,14TQHB12F011,0.0,1,BLUE/GOLD,15.12,,None,,,None,None,,,Vise Oval,5/8,VACU,Lt,Rev,3/8,3/8,Vise Oval,37/64,VACU,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise IT Thumb S,1 5/16,27/32,None,Fwrd,,3/8,,,,,,,4 1/2,4 5/8,,5 3/8,3/4,Up,891,3-4,2.78,1/4,,,,0.0,0.0,,,,,,,,Finger Tip,,,1/4,,,2,Right,,,,,,45,.930,,2000 Abralon,1/8,13/16,Right,,,,,,Bottom,Plus,Finger,,,,"BLANK DRILL   

IT THUMB 1 5/16 IS 3/16+ STRAIGHT BACK UP FROM TOTAL SPAN",,Ebonite
11428,0,0,2014-05-28,INSTALL VISE IT THUMB,,0.0,1,,0.0,,None,,,None,None,,,Vise PL,25/32,31/32,Lt,Rev,3/8,1/4,Vise PL,3/4,31/32,Rt,Rev,3/8,1/4,None,,,None,None,,,Vise IT Thumb S,1 7/16,1 1/64,None,Rev,,1/2,,,4 1/8,4 1/4,,,4 5/8,4 11/16,,5 1/4,1/4,Up,0,N/A,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,"COPIED GRIP FROM BRUNSWICK AURA, ADDED IT THUMB SYSTEM

SECOND VISE THUMB  IT WOULD BE LARGER, PILOT HOLE 1 1/64, OVALED TO 1.040
",,Ebonite
11826,0,0,2014-05-29,STORM WIPE OUT,14TOWD21F026,0.0,1,GREEN/NAVY,14.25,,None,,,None,None,,,Vise PL,21/32,31/32,Lt,Rev,3/8,1/8,Vise PL,11/16,31/32,Rt,Rev,3/8,1/8,None,,,None,None,,,Vise Ure Slug,1 1/8,53/64,None,Fwrd,,1/8,,,,,,,4 3/8,4 1/4,,6 3/16,5/8,Up,0,3-4,2.94,1/4,,,,0.0,0.0,35X3 1/2X35,,,,,,,Finger Tip,1,3,13/16,2 1/4 <,PAP,2,Left,,,,,,45,.895,,,15/16,1/16,Left,,,,,,Top,Plus,Finger,,,,13LB TRACK ANIMAL 125 X 4 5/8 X 50,,Ebonite
10349,0,0,2014-05-29,DV8 RUCKUS FEUD,CGP21032,0.0,1,NEON/BLACK/YELLOW,16.12,,None,,,None,None,,,Vise Oval,25/32,31/32,Lt,Rev,3/8,3/8,Vise Oval,47/64,31/32,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise IT Thumb S,,1 7/16,Lt,Rev,1/4,1/4,,,,,,,4,4+,,5 7/8,1/2,Up,2232,3-4,3.3,1/4,,,,0.0,0.0,80 X 5 1/4 X 75,,,,,,,Finger Tip,29/32,3,,2 1/4 V,PAP,2,Right,,,,,,,,,BOX,1/16,1/2,Right,,,,,,Bottom,Plus,Thumb,,,,"
",,Ebonite
11827,0,0,2014-05-29,TRACK MX10,4E090419B,0.0,1,BLACK/YELLOW/SILVER,15.12,,None,,,None,None,,,None,,23/32,Lt,Fwrd,1/2,1/16,None,,45/64,Rt,Fwrd,3/8,1/16,None,,,None,None,,,Vise Ure Slug,1 1/8,59/64,Lt,Rev,1/16,1/4,,,,,,,4 1/2,4 9/16,,4 1/4,1/4,Up,0,2-3,3.0,1/4,,,,0.0,0.0,65 X 4 X 25,,,,,,,Finger Tip,,,1/4,,,2,Right,,,,,,45,.945,,BOX,,7/8,Right,,,,,,Top,None,Finger,,,,"
16LB KILLER INSTINCT 40 X 3 7/8 X 28
",,Ebonite
11828,0,0,2014-05-29,TRANSFER FROM TOMBALL,,0.0,1,,0.0,,None,,,None,None,,,Vise PL,25/32,31/32,Lt,Fwrd,3/8,1/4,Vise PL,47/64,31/32,Rt,Fwrd,3/8,1/4,None,,,None,None,,,Vise IT Thumb S,,1 7/16,Rt,Rev,1/8,3/8,,,3 3/4,3 3/4+,,,,,,5 1/2,3/8,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11829,0,0,2014-05-30,TRANSFER FROM TOMBALL,,0.0,1,,0.0,,None,,,None,None,,,None,,45/64,Lt,Rev,1/2,1/4,None,,11/16,Rt,Rev,1/4,1/4,None,,,None,None,,,Vise IT Thumb S,,1 7/16,None,Fwrd,,1/8,,,4 3/16,4 1/4+,,,,,,4 3/16,3/8,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
11830,0,0,2014-05-30,TRANSFER FROM TOMBALL,,0.0,1,,0.0,,None,,,None,None,,,Vise Oval,21/32,VACU,Lt,Rev,3/8,1/4,Vise Oval,19/32,VACU,Rt,Rev,3/8,3/8,None,,,None,None,,,Vise IT Thumb S,,1 5/16,None,Fwrd,,1/8,,,4+,4 3/32+,,,,,,4,5/16,Up,0,,0.0,1/4,,,,0.0,0.0,Label,,,,,,,Finger Tip,,,,,,2,Right,,,,,,,,,,,,Right,,,,,,None,None,None,,,,,,IPSIA
